raw_text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
빨리 안오르냐?? 진짜 20만원 가기가 이렇게 힘드냐,빨리 안오르냐 진짜 20만원 가기가 이렇게 힘드냐,빨리 안오르냐?? 진짜 20만원 가기가 이렇게 힘드냐,2024-10-08T12:05:59+09:00,0.1478,0.6288,0.2234,1
잘한거겠죠??,잘한거겠죠,잘한거겠죠??,2024-12-06T11:30:50+09:00,0.0346,0.9411,0.0243,1
"아직 트럼프 정권의 초기라 정책적 불확실성이 많고, 정책의 시행 방향, 인플레이션 지수, 고용 시장의 데이터를 보고 금리를 결정하겠다.

: 2025 금리 인하 2번만 하겠다는 의견 -> 데이터에 따라 유동적으로 하겠다",아직 트럼프 정권의 초기라 정책적 불확실성이 많고 정책의 시행 방향 인플레이션 지수 고용 시장의 데이터를 보고 금리를 결정하겠다 2025 금리 인하 2번만 하겠다는 의견 데이터에 따라 유동적으로 하겠다,"아직 트럼프 정권의 초기라 정책적 불확실성이 많고, 정책의 시행 방향, 인플레이션 지수, 고용 시장의 데이터를 보고 금리를 결정하겠다. 2025 금리 인하 2번만 하겠다는 의견 데이터에 따라 유동적으로 하겠다",2025-01-30T04:49:32+09:00,0.1951,0.2761,0.5288,2
"오전 장 시작 전에 추정 드린대로,
16만 후반대 찍고 17만 초에서 장마감 되었네요.

환율, 금리는 조금 진정되고 있으나...

이 각도에서 한 번 보자고요.

● 하이닉스 외국인 보유율: 54.64%

▪︎ 11/01~11/08 랠리 (하이닉스)
       동기간 외국인 6거래일 연속 매수
      (이 기간 평균 19만원대, 
       11/08, 종가 20만 찍었죠.)

오늘 외국인 약 100만주 매도했는데도 불구하고
동학개미+기관 일부 힘 합쳐서 주가방어 했다는데 의의를 부여하고 계시는 분들 계실껍니다. (오늘만 보면 맞는 말씀)

하지만,

하이닉스도 (삼전처럼) 
외국인이 매수 랠리를 해줘야합니다. 

지금 5거래일 연속 매도중입니다.

하반기로만 보자면, 
이렇게 5거래일 연속 외국인 매도는
""9월 추석 직전"" 밖에 없습니다.

이때도 8월 하순 19만~20만 찍고
꾸준히 하락, 17만원대에서 16만 지나서 
15만 진입 단계였습니다.

하이닉스는 ""외국인 수급"" 패턴 관찰해야 합니다.

오늘 주가 방어 한게 문제가 아니라,
최근 5거래일 외국인 수급+ 엔비디아 이슈 등을 면밀히 관찰하는게 좋습니다.

16.9만에서 15만 후반까지 찍어 내리는 것은
(기억상) 10분이면 충분했습니다.(9/4)

주도 주가 빠질 때는
추매 하는 것보다 (비중을 줄이거나)
●주도주와 함께 쉬는게● 낫습니다.(거래 중단)
* 엔비디아 실적발표후 같이 들어가는게 좋아요.

* 저도 긍정적으로 이야기하고 싶습니다.😀",오전 장 시작 전에 추정 드린대로 16만 후반대 찍고 17만 초에서 장마감 되었네요 환율 금리는 조금 진정되고 있으나 이 각도에서 한 번 보자고요 하이닉스 외국인 보유율 5464 11011108 랠리 하이닉스 동기간 외국인 6거래일 연속 매수 이 기간 평균 19만원대 1108 종가 20만 찍었죠 오늘 외국인 약 100만주 매도했는데도 불구하고 동학개미기관 일부 힘 합쳐서 주가방어 했다는데 의의를 부여하고 계시는 분들 계실껍니다 오늘만 보면 맞는 말씀 하지만 하이닉스도 삼전처럼 외국인이 매수 랠리를 해줘야합니다 지금 5거래일 연속 매도중입니다 하반기로만 보자면 이렇게 5거래일 연속 외국인 매도는 9월 추석 직전 밖에 없습니다 이때도 8월 하순 19만20만 찍고 꾸준히 하락 17만원대에서 16만 지나서 15만 진입 단계였습니다 하이닉스는 외국인 수급 패턴 관찰해야 합니다 오늘 주가 방어 한게 문제가 아니라 최근 5거래일 외국인 수급 엔비디아 이슈 등을 면밀히 관찰하는게 좋습니다 169만에서 15만 후반까지 찍어 내리는 것은 기억상 10분이면 충분했습니다94 주도 주가 빠질 때는 추매 하는 것보다 비중을 줄이거나 주도주와 함께 쉬는게 낫습니다거래 중단 엔비디아 실적발표후 같이 들어가는게 좋아요 저도 긍정적으로 이야기하고 싶습니다,"오전 장 시작 전에 추정 드린대로, 16만 후반대 찍고 17만 초에서 장마감 되었네요. 환율, 금리는 조금 진정되고 있으나... 이 각도에서 한 번 보자고요. 하이닉스 외국인 보유율 54.64 11011108 랠리 하이닉스 동기간 외국인 6거래일 연속 매수 이 기간 평균 19만원대, 1108, 종가 20만 찍었죠. 오늘 외국인 약 100만주 매도했는데도 불구하고 동학개미기관 일부 힘 합쳐서 주가방어 했다는데 의의를 부여하고 계시는 분들 계실껍니다. 오늘만 보면 맞는 말씀 하지만, 하이닉스도 삼전처럼 외국인이 매수 랠리를 해줘야합니다. 지금 5거래일 연속 매도중입니다. 하반기로만 보자면, 이렇게 5거래일 연속 외국인 매도는 9월 추석 직전 밖에 없습니다. 이때도 8월 하순 19만20만 찍고 꾸준히 하락, 17만원대에서 16만 지나서 15만 진입 단계였습니다. 하이닉스는 외국인 수급 패턴 관찰해야 합니다. 오늘 주가 방어 한게 문제가 아니라, 최근 5거래일 외국인 수급 엔비디아 이슈 등을 면밀히 관찰하는게 좋습니다. 16.9만에서 15만 후반까지 찍어 내리는 것은 기억상 10분이면 충분했습니다.94 주도 주가 빠질 때는 추매 하는 것보다 비중을 줄이거나 주도주와 함께 쉬는게 낫습니다.거래 중단 엔비디아 실적발표후 같이 들어가는게 좋아요. 저도 긍정적으로 이야기하고 싶습니다.",2024-11-19T15:59:11+09:00,0.2766,0.2329,0.4905,2
아랫층 왜이리 소란스랍노? 어어 구조대 소리였노,아랫층 왜이리 소란스랍노 어어 구조대 소리였노,아랫층 왜이리 소란스랍노? 어어 구조대 소리였노,2021-11-24T09:12:38+09:00,0.1629,0.7762,0.0609,1
흠,흠,흠,2024-07-26T13:32:33+09:00,0.0495,0.9277,0.0228,1
한달동안 이정도 떨어질 주식인가 이게???,한달동안 이정도 떨어질 주식인가 이게,한달동안 이정도 떨어질 주식인가 이게???,2024-12-02T12:28:40+09:00,0.3279,0.5797,0.0924,1
"16,15층 오면 땡큐죠
추매 ㄱㄱ",1615층 오면 땡큐죠 추매,"16,15층 오면 땡큐죠 추매 ㄱㄱ",2024-08-27T22:13:10+09:00,0.641,0.1412,0.2178,0
"떨어지는 이유는 외국인 탈출.
기관과 개인이 사는 형국..
아쉽지만 반등기회는 엔비디아 실적 긍정평가이고
그치만 그 실적이 긍정적이더라도 소폭상승 외에는
특별한 호재가 없을 것 같습니다. 

물타기 사는 중인데 마음이 좀 아프네요 😞",떨어지는 이유는 외국인 탈출 기관과 개인이 사는 형국 아쉽지만 반등기회는 엔비디아 실적 긍정평가이고 그치만 그 실적이 긍정적이더라도 소폭상승 외에는 특별한 호재가 없을 것 같습니다 물타기 사는 중인데 마음이 좀 아프네요,떨어지는 이유는 외국인 탈출. 기관과 개인이 사는 형국.. 아쉽지만 반등기회는 엔비디아 실적 긍정평가이고 그치만 그 실적이 긍정적이더라도 소폭상승 외에는 특별한 호재가 없을 것 같습니다. 물타기 사는 중인데 마음이 좀 아프네요,2024-08-26T10:35:48+09:00,0.3003,0.2113,0.4884,2
아,아,아,2024-05-09T12:33:24+09:00,0.055,0.927,0.018,1
"아니면 잠깐동안의 반짝임인가
그래도 저번주 나스닥 폭락당한거에 이정도면 다행이네요",아니면 잠깐동안의 반짝임인가 그래도 저번주 나스닥 폭락당한거에 이정도면 다행이네요,아니면 잠깐동안의 반짝임인가 그래도 저번주 나스닥 폭락당한거에 이정도면 다행이네요,2024-11-18T09:14:20+09:00,0.5814,0.1849,0.2336,0
"마이크론 갭 못 메꾸는 거 보면
쓰읍 맛있겠다
밑에서 ㅇ가리 쩌억 벌리고
기다리겠습니다",마이크론 갭 못 메꾸는 거 보면 쓰읍 맛있겠다 밑에서 가리 쩌억 벌리고 기다리겠습니다,마이크론 갭 못 메꾸는 거 보면 쓰읍 맛있겠다 밑에서 ㅇ가리 쩌억 벌리고 기다리겠습니다,2025-01-29T13:41:48+09:00,0.2071,0.622,0.1709,1
궈궈,궈궈,궈궈,2024-12-04T11:56:37+09:00,0.0457,0.9156,0.0387,1
하루만에 다시 매수세가 돌아올줄은,하루만에 다시 매수세가 돌아올줄은,하루만에 다시 매수세가 돌아올줄은,2024-04-04T09:58:52+09:00,0.299,0.3406,0.3604,2
1,1,1,2025-01-15T11:47:08+09:00,0.0318,0.9478,0.0203,1
이거지 가즈아,이거지 가즈아,이거지 가즈아,2024-11-08T09:19:13+09:00,0.0124,0.0521,0.9355,2
오늘 10층 오르나연,오늘 10층 오르나연,오늘 10층 오르나연,2022-07-15T14:16:05+09:00,0.091,0.3618,0.5472,2
어디까지 떨어지려나,어디까지 떨어지려나,어디까지 떨어지려나,2021-10-08T09:45:57+09:00,0.2405,0.6571,0.1023,1
"떨어지는 칼날에 손한번 살포시 건들여봅니다 
모두 힘든시기 힘내 봅시다🎅🎅",떨어지는 칼날에 손한번 살포시 건들여봅니다 모두 힘든시기 힘내 봅시다,떨어지는 칼날에 손한번 살포시 건들여봅니다 모두 힘든시기 힘내 봅시다,2022-12-16T09:30:10+09:00,0.2028,0.6628,0.1343,1
와 여기 핵폭탄 맞았네요,와 여기 핵폭탄 맞았네요,와 여기 핵폭탄 맞았네요,2024-09-04T15:20:08+09:00,0.1425,0.7377,0.1199,1
"175,900에 거래...👀",175900에 거래,"175,900에 거래...",2024-12-12T16:45:52+09:00,0.1293,0.7823,0.0884,1
님들 이거 20갈꺼 같죠?? 안가요ㅋㅋ,님들 이거 20갈꺼 같죠 안가요,님들 이거 20갈꺼 같죠?? 안가요ㅋㅋ,2024-08-06T09:48:11+09:00,0.0529,0.8963,0.0508,1
나이스,나이스,나이스,2024-12-09T12:48:57+09:00,0.0418,0.934,0.0242,1
평균가 떨어트리면 떨어지고 떨어뜨리면 떨어지고...쉣....,평균가 떨어트리면 떨어지고 떨어뜨리면 떨어지고쉣,평균가 떨어트리면 떨어지고 떨어뜨리면 떨어지고...쉣....,2021-08-09T09:09:12+09:00,0.4122,0.4347,0.1531,1
개무섭네,개무섭네,개무섭네,2024-07-12T02:08:21+09:00,0.1274,0.8512,0.0214,1
외국인 기관 빠진만큼 개인이 삿네 ㄷㄷ 개미들만 또 고통받을꺼같은거 저만 느끼나요?,외국인 기관 빠진만큼 개인이 삿네 개미들만 또 고통받을꺼같은거 저만 느끼나요,외국인 기관 빠진만큼 개인이 삿네 ㄷㄷ 개미들만 또 고통받을꺼같은거 저만 느끼나요?,2022-04-06T15:52:43+09:00,0.4345,0.4757,0.0898,1
굿굿!!,굿굿,굿굿!!,2025-02-06T14:59:26+09:00,0.0259,0.937,0.0371,1
"마음  집중.
하이닉스~~~~ 20만가자~🙏",마음 집중 하이닉스 20만가자,마음 집중. 하이닉스 20만가자,2024-12-11T13:55:13+09:00,0.0234,0.111,0.8656,2
외인이 사네 의외네,외인이 사네 의외네,외인이 사네 의외네,2024-09-05T10:00:55+09:00,0.1081,0.8337,0.0582,1
내일 미리 감사합니다,내일 미리 감사합니다,내일 미리 감사합니다,2024-06-20T18:20:57+09:00,0.0362,0.9172,0.0466,1
아싸리.즙나게.내려가라,아싸리즙나게내려가라,아싸리.즙나게.내려가라,2024-11-06T13:36:43+09:00,0.1355,0.6448,0.2196,1
공매도 금지 효과가 크네,공매도 금지 효과가 크네,공매도 금지 효과가 크네,2023-11-06T15:48:15+09:00,0.1824,0.6271,0.1904,1
거의 6일가량 오르고올랐으니 잠시 내릴때되긴했지 음음,거의 6일가량 오르고올랐으니 잠시 내릴때되긴했지 음음,거의 6일가량 오르고올랐으니 잠시 내릴때되긴했지 음음,2024-08-19T09:12:23+09:00,0.3087,0.3013,0.39,2
매도벽 겁나 두껍네,매도벽 겁나 두껍네,매도벽 겁나 두껍네,2024-10-25T09:05:16+09:00,0.2768,0.6754,0.0478,1
17만깨지면 쏘겠네용~~~,17만깨지면 쏘겠네용,17만깨지면 쏘겠네용,2024-09-12T13:03:56+09:00,0.1265,0.7735,0.1,1
개인도 대단한듯 ㅋㅋㅌ,개인도 대단한듯,개인도 대단한듯 ㅋㅋㅌ,2024-07-17T17:31:05+09:00,0.098,0.8695,0.0325,1
드디어 20층이네요~~~쭉가장,드디어 20층이네요쭉가장,드디어 20층이네요쭉가장,2024-11-08T09:45:51+09:00,0.0829,0.6823,0.2348,1
삼전을 정리하고 너한테 지난주에 왔건만  실망이오 황씨도 실망이오,삼전을 정리하고 너한테 지난주에 왔건만 실망이오 황씨도 실망이오,삼전을 정리하고 너한테 지난주에 왔건만 실망이오 황씨도 실망이오,2024-03-20T14:03:44+09:00,0.183,0.7168,0.1002,1
구마넌 깨지나…,구마넌 깨지나,구마넌 깨지나,2022-07-01T10:14:31+09:00,0.1013,0.8628,0.0359,1
진짜 외인들 누르기만 하는구나..,진짜 외인들 누르기만 하는구나,진짜 외인들 누르기만 하는구나..,2024-07-17T12:27:29+09:00,0.1159,0.8432,0.041,1
어제로 돌아가고 싶다,어제로 돌아가고 싶다,어제로 돌아가고 싶다,2024-04-12T09:45:12+09:00,0.0279,0.799,0.1731,1
ㅜㅜ,,ㅜㅜ,2025-02-13T08:36:11+09:00,0.0612,0.9114,0.0274,1
그동안 억까가 씻겨내려감,그동안 억까가 씻겨내려감,그동안 억까가 씻겨내려감,2024-12-17T09:02:17+09:00,0.2151,0.6976,0.0873,1
"파월 금리인하 시사로 미장 오르는 중 ....
국장이 얼마나 받아 먹을지....

국제금융자본의 미국외 유출 특히 엔캐리 청산...

모든 상황엔 양면성이 있네요 ㅠㅠ",파월 금리인하 시사로 미장 오르는 중 국장이 얼마나 받아 먹을지 국제금융자본의 미국외 유출 특히 엔캐리 청산 모든 상황엔 양면성이 있네요,파월 금리인하 시사로 미장 오르는 중 .... 국장이 얼마나 받아 먹을지.... 국제금융자본의 미국외 유출 특히 엔캐리 청산... 모든 상황엔 양면성이 있네요 ㅠㅠ,2024-08-23T23:17:30+09:00,0.2958,0.2902,0.414,2
"선배님들 하이닉스 처음으로 들어가볼까 하는데
참고해야할 부분 있나요?",선배님들 하이닉스 처음으로 들어가볼까 하는데 참고해야할 부분 있나요,선배님들 하이닉스 처음으로 들어가볼까 하는데 참고해야할 부분 있나요?,2024-10-10T15:03:09+09:00,0.0631,0.746,0.1909,1
시총 2위 뺏기겠다 너 그러다?,시총 2위 뺏기겠다 너 그러다,시총 2위 뺏기겠다 너 그러다?,2024-08-27T14:10:07+09:00,0.1761,0.7028,0.1211,1
이 정도면 잘 버티네,이 정도면 잘 버티네,이 정도면 잘 버티네,2024-06-25T09:05:26+09:00,0.1306,0.8416,0.0278,1
개 꼬숩 ㅋㅋ,개 꼬숩,개 꼬숩 ㅋㅋ,2024-06-24T13:31:25+09:00,0.138,0.831,0.031,1
존버 가자,존버 가자,존버 가자,2024-11-13T12:50:27+09:00,0.0175,0.1043,0.8781,2
그래도 반도체 순환 얼마 안 남았을거 같네용🙏,그래도 반도체 순환 얼마 안 남았을거 같네용,그래도 반도체 순환 얼마 안 남았을거 같네용,2024-11-13T17:19:42+09:00,0.1489,0.2385,0.6126,2
"왜 갑자기 오른거야...
예전에 조건주문 걸어놓은게 ㅠㅠ",왜 갑자기 오른거야 예전에 조건주문 걸어놓은게,왜 갑자기 오른거야... 예전에 조건주문 걸어놓은게 ㅠㅠ,2024-05-07T09:39:38+09:00,0.2113,0.5074,0.2813,1
아마 삼전이 엔비에 납품 시작하면 아무래도. 하닉이 좀 영향을 받으니 삼전은 오르고 하닉은 떨어지네요. 젠슨황과 엔비가 참 대단하긴 하네요. 삼전 제품 테스트 중이라고 한마디 하니 참.,아마 삼전이 엔비에 납품 시작하면 아무래도 하닉이 좀 영향을 받으니 삼전은 오르고 하닉은 떨어지네요 젠슨황과 엔비가 참 대단하긴 하네요 삼전 제품 테스트 중이라고 한마디 하니 참,아마 삼전이 엔비에 납품 시작하면 아무래도. 하닉이 좀 영향을 받으니 삼전은 오르고 하닉은 떨어지네요. 젠슨황과 엔비가 참 대단하긴 하네요. 삼전 제품 테스트 중이라고 한마디 하니 참.,2024-03-20T10:44:41+09:00,0.2536,0.4612,0.2852,1
"아무리 그래도 이건 너무하네,....
호가 -15%??",아무리 그래도 이건 너무하네 호가 15,"아무리 그래도 이건 너무하네,.... 호가 15??",2025-01-31T08:56:29+09:00,0.0772,0.8656,0.0573,1
화이팅~~믿고 있어~~~,화이팅믿고 있어,화이팅믿고 있어,2024-10-21T10:21:30+09:00,0.0522,0.8903,0.0575,1
1265기다린다요 올라갑시다,1265기다린다요 올라갑시다,1265기다린다요 올라갑시다,2021-09-07T10:08:51+09:00,0.0192,0.0626,0.9182,2
평단 15마넌 32주 보유 절반 팔까말까 행복한고민중,평단 15마넌 32주 보유 절반 팔까말까 행복한고민중,평단 15마넌 32주 보유 절반 팔까말까 행복한고민중,2024-10-23T14:07:54+09:00,0.2022,0.6259,0.1718,1
어제 빠진만큼도 못오르네 역시 국장ㅋㅋ,어제 빠진만큼도 못오르네 역시 국장,어제 빠진만큼도 못오르네 역시 국장ㅋㅋ,2024-08-20T09:59:15+09:00,0.1456,0.5726,0.2818,1
이야 기대했는데 1퍼따리라니..,이야 기대했는데 1퍼따리라니,이야 기대했는데 1퍼따리라니..,2024-12-02T09:21:18+09:00,0.0948,0.7604,0.1448,1
오홋 좀 전에 횡보장이라 심심하다했는데 좀 올라주네요 놀려면 24 위에서 놀자~~,오홋 좀 전에 횡보장이라 심심하다했는데 좀 올라주네요 놀려면 24 위에서 놀자,오홋 좀 전에 횡보장이라 심심하다했는데 좀 올라주네요 놀려면 24 위에서 놀자,2024-07-09T12:47:11+09:00,0.1139,0.2015,0.6846,2
"심장이 잘 뛰고 있네요~ 
파닥~~~~~~ 뛰자구나",심장이 잘 뛰고 있네요 파닥 뛰자구나,심장이 잘 뛰고 있네요 파닥 뛰자구나,2024-11-26T10:50:26+09:00,0.1625,0.6796,0.1579,1
"이렇게 미친듯이 오른주식 상단에 물리면 최소 2년 존버는해야함 

미친듯이 오른 이후 단타나 쳤어야했고 
일정수준 이하로 떨어져서 물리면 빠르게 손절쳐야함.
이미 잔뜩 물렸다면 할수있는건 바닥에서 물이나타고 존버하는 수밖에 없음

사고팔때 항상 명심 하길 

buy low sell high",이렇게 미친듯이 오른주식 상단에 물리면 최소 2년 존버는해야함 미친듯이 오른 이후 단타나 쳤어야했고 일정수준 이하로 떨어져서 물리면 빠르게 손절쳐야함 이미 잔뜩 물렸다면 할수있는건 바닥에서 물이나타고 존버하는 수밖에 없음 사고팔때 항상 명심 하길 buy low sell high,이렇게 미친듯이 오른주식 상단에 물리면 최소 2년 존버는해야함 미친듯이 오른 이후 단타나 쳤어야했고 일정수준 이하로 떨어져서 물리면 빠르게 손절쳐야함. 이미 잔뜩 물렸다면 할수있는건 바닥에서 물이나타고 존버하는 수밖에 없음 사고팔때 항상 명심 하길 buy low sell high,2024-09-08T18:10:59+09:00,0.4108,0.2617,0.3275,0
"드가
말어",드가 말어,드가 말어,2024-09-19T10:23:01+09:00,0.0387,0.9278,0.0335,1
진짜 머 sk하닉이 밈주냐,진짜 머 sk하닉이 밈주냐,진짜 머 sk하닉이 밈주냐,2024-10-18T09:26:38+09:00,0.0926,0.8613,0.0461,1
동학 개미운동,동학 개미운동,동학 개미운동,2024-09-04T11:04:18+09:00,0.1842,0.6496,0.1662,1
22만 이상에서 팔사람들 팔아요,22만 이상에서 팔사람들 팔아요,22만 이상에서 팔사람들 팔아요,2024-05-24T15:22:57+09:00,0.0856,0.858,0.0564,1
추매합니다. 오르겠지요...,추매합니다 오르겠지요,추매합니다. 오르겠지요...,2024-08-02T15:16:27+09:00,0.6758,0.1733,0.1509,0
좀 더 줄줄 알고 들어갔는데 지지부진해서  줄먹하고 나가요.,좀 더 줄줄 알고 들어갔는데 지지부진해서 줄먹하고 나가요,좀 더 줄줄 알고 들어갔는데 지지부진해서 줄먹하고 나가요.,2024-12-27T09:36:48+09:00,0.2307,0.5584,0.2109,1
잡주 걍 미국에팔고  상폐해라,잡주 걍 미국에팔고 상폐해라,잡주 걍 미국에팔고 상폐해라,2024-09-06T16:57:13+09:00,0.4932,0.315,0.1918,0
달려!!!!!!!!!!,달려,달려!!!!!!!!!!,2024-09-12T11:57:04+09:00,0.0398,0.9298,0.0304,1
잘놀다 갑니다,잘놀다 갑니다,잘놀다 갑니다,2024-04-12T12:28:05+09:00,0.0538,0.8617,0.0845,1
좋은말로할때 말아올려라 경고했다,좋은말로할때 말아올려라 경고했다,좋은말로할때 말아올려라 경고했다,2024-11-07T09:44:39+09:00,0.0652,0.5348,0.4001,1
좀만 더 힘을내봐..,좀만 더 힘을내봐,좀만 더 힘을내봐..,2023-05-26T11:03:37+09:00,0.0708,0.841,0.0882,1
꺠졌으니.. 매수는 좀더 생각해보고 해야것네여,꺠졌으니 매수는 좀더 생각해보고 해야것네여,꺠졌으니.. 매수는 좀더 생각해보고 해야것네여,2024-07-25T14:58:42+09:00,0.3432,0.5371,0.1196,1
뭔날,뭔날,뭔날,2022-12-15T09:01:15+09:00,0.0856,0.8731,0.0413,1
20일선좀 치고 올라가자,20일선좀 치고 올라가자,20일선좀 치고 올라가자,2025-02-13T14:52:04+09:00,0.0262,0.0703,0.9036,2
ㄱ,,ㄱ,2024-03-21T09:41:19+09:00,0.0458,0.9375,0.0167,1
차,차,차,2021-10-22T10:45:33+09:00,0.0447,0.9337,0.0215,1
11.14 조금만 더 내려가면 좋을것,1114 조금만 더 내려가면 좋을것,11.14 조금만 더 내려가면 좋을것,2022-11-14T20:08:30+09:00,0.0733,0.2629,0.6638,2
거 살려주쇼.,거 살려주쇼,거 살려주쇼.,2024-08-05T14:48:15+09:00,0.1624,0.7444,0.0932,1
물타기 언제 해야될까요??,물타기 언제 해야될까요,물타기 언제 해야될까요??,2021-09-09T11:50:10+09:00,0.0536,0.9007,0.0458,1
오늘3%상승 예언헌당~~,오늘3상승 예언헌당,오늘3상승 예언헌당,2022-08-02T12:22:19+09:00,0.1376,0.2612,0.6012,2
꼭 내가 팔면 오르더라 젠장,꼭 내가 팔면 오르더라 젠장,꼭 내가 팔면 오르더라 젠장,2023-05-25T17:45:55+09:00,0.1491,0.656,0.1949,1
감사.감사,감사감사,감사.감사,2024-12-27T10:27:02+09:00,0.0389,0.9313,0.0298,1
한번만 더 할인해줘 ㅠㅠㅠ,한번만 더 할인해줘,한번만 더 할인해줘 ㅠㅠㅠ,2023-12-20T14:35:14+09:00,0.038,0.7804,0.1817,1
아싸 빨간불이고,아싸 빨간불이고,아싸 빨간불이고,2024-09-09T14:40:42+09:00,0.1267,0.6661,0.2072,1
음봉마감 실환가?,음봉마감 실환가,음봉마감 실환가?,2022-10-31T15:21:51+09:00,0.182,0.7173,0.1008,1
지금 들어가도 되나요??,지금 들어가도 되나요,지금 들어가도 되나요??,2021-08-25T09:09:09+09:00,0.037,0.9201,0.0429,1
헉 ..,헉,헉 ..,2024-06-19T14:08:17+09:00,0.0622,0.9215,0.0162,1
적당히 떨어지고 내일까지 19만원 올려놔라,적당히 떨어지고 내일까지 19만원 올려놔라,적당히 떨어지고 내일까지 19만원 올려놔라,2024-11-14T15:51:13+09:00,0.1079,0.2561,0.636,2
일부 진입,일부 진입,일부 진입,2024-11-13T15:05:14+09:00,0.0661,0.88,0.0539,1
글세요 ~ 그렇게 보자면 삼성반도체  주식은~?,글세요 그렇게 보자면 삼성반도체 주식은,글세요 그렇게 보자면 삼성반도체 주식은?,2023-06-12T09:12:10+09:00,0.0649,0.8975,0.0376,1
들어옵니다,들어옵니다,들어옵니다,2025-01-24T13:20:53+09:00,0.0458,0.7683,0.1859,1
피터옹 당신이 옳았어…,피터옹 당신이 옳았어,피터옹 당신이 옳았어,2024-09-04T09:16:08+09:00,0.0691,0.8884,0.0425,1
"절대 추매하지마세요.

오늘 엔비디아 본장에서 오를까요. 내릴까요.
지금 데이장만봐도 하락 중인데 오늘 본장에서 더 하락할 수 있죠.

그럼 내일 하이닉스는 주가는 어떻게 될까요?
추매는 더 기다렸다가 하세요.",절대 추매하지마세요 오늘 엔비디아 본장에서 오를까요 내릴까요 지금 데이장만봐도 하락 중인데 오늘 본장에서 더 하락할 수 있죠 그럼 내일 하이닉스는 주가는 어떻게 될까요 추매는 더 기다렸다가 하세요,절대 추매하지마세요. 오늘 엔비디아 본장에서 오를까요. 내릴까요. 지금 데이장만봐도 하락 중인데 오늘 본장에서 더 하락할 수 있죠. 그럼 내일 하이닉스는 주가는 어떻게 될까요? 추매는 더 기다렸다가 하세요.,2024-08-29T10:25:03+09:00,0.5435,0.1554,0.3011,0
반도체 갑자기 뭐여ㅋㅋㅋㅋㅋㅋㅋㅋㅋ매일 불기둥이네,반도체 갑자기 뭐여매일 불기둥이네,반도체 갑자기 뭐여ㅋㅋㅋㅋㅋㅋㅋㅋㅋ매일 불기둥이네,2025-01-06T17:17:16+09:00,0.2349,0.7054,0.0597,1
"0.2% 0% 왔다갔다왔다갔다 ㅋㅋㅋㅋ
이게 국내주식이지~",02 0 왔다갔다왔다갔다 이게 국내주식이지,0.2 0 왔다갔다왔다갔다 ㅋㅋㅋㅋ 이게 국내주식이지,2024-05-24T13:07:11+09:00,0.2777,0.5609,0.1613,1
"ᆢ안팔어 장난 해ㅡㅡ500원1000원 가지고,
ᆢ그때도 존버했는디 빨강 조금보인다고,
ᆢ안속는다>>>기다린 보람을 주라,",안팔어 장난 해500원1000원 가지고 그때도 존버했는디 빨강 조금보인다고 안속는다기다린 보람을 주라,"ᆢ안팔어 장난 해ㅡㅡ500원1000원 가지고, ᆢ그때도 존버했는디 빨강 조금보인다고, ᆢ안속는다기다린 보람을 주라,",2024-08-20T12:35:59+09:00,0.1855,0.5823,0.2322,1
이거 왜올라요???탈출해야하나,이거 왜올라요탈출해야하나,이거 왜올라요???탈출해야하나,2022-08-16T11:50:52+09:00,0.0802,0.7563,0.1635,1
가자가자 제발,가자가자 제발,가자가자 제발,2022-01-24T11:26:27+09:00,0.0128,0.0607,0.9266,2
못올라서 그런지 덜빠지네,못올라서 그런지 덜빠지네,못올라서 그런지 덜빠지네,2024-08-23T09:18:00+09:00,0.1663,0.421,0.4127,1
가즈아,가즈아,가즈아,2024-08-06T09:34:26+09:00,0.0133,0.0654,0.9214,2
"진짜 궁금해요 중국이 수출제한해서 반도체 생산이 차질이 생기면. 기 D램 재고 소진의 찬스 아닌가요?
아시는븐 알려주셔요.",진짜 궁금해요 중국이 수출제한해서 반도체 생산이 차질이 생기면 기 D램 재고 소진의 찬스 아닌가요 아시는븐 알려주셔요,진짜 궁금해요 중국이 수출제한해서 반도체 생산이 차질이 생기면. 기 D램 재고 소진의 찬스 아닌가요? 아시는븐 알려주셔요.,2023-07-08T21:07:04+09:00,0.2894,0.3733,0.3373,1
나중에 또 들어오겠습니다,나중에 또 들어오겠습니다,나중에 또 들어오겠습니다,2024-10-15T09:06:02+09:00,0.0632,0.8888,0.048,1
여기도 외인 빠져나가는거 보면 답나오지 괜찮으면 들어오는게 외인 근데 빠진다고 그럼 답 나온거지,여기도 외인 빠져나가는거 보면 답나오지 괜찮으면 들어오는게 외인 근데 빠진다고 그럼 답 나온거지,여기도 외인 빠져나가는거 보면 답나오지 괜찮으면 들어오는게 외인 근데 빠진다고 그럼 답 나온거지,2024-11-29T09:41:22+09:00,0.3338,0.5007,0.1655,1
진짜 국장 못해먹겠네 상도덕이 앖어,진짜 국장 못해먹겠네 상도덕이 앖어,진짜 국장 못해먹겠네 상도덕이 앖어,2024-09-20T09:39:00+09:00,0.1021,0.8508,0.0471,1
